ID,Pousada,Email,WhatsApp,Qtd_Quartos,Cidade,UF,Latitude,Longitude,Tier,Funnel,Score_Combinado,Score_Qualificacao,Score_Validacao,Buying_Behavior,Dor_Principal,Local_Praia,Valores_Estimados,Comportamento_Compra,Sinais_Intencao,Redes_Sociais,Validacao,Fonte_Arquivo
2892,Pousada Biguaçu DeepRef-2488,contato@biguaçu12.com.br,(48) 9649-2744,16,Biguaçu,SC,-27.476043,-48.649167,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2893,Pousada Biguaçu DeepRef-2489,contato@biguaçu13.com.br,(48) 9193-7197,15,Biguaçu,SC,-27.483052,-48.68084,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2894,Pousada Biguaçu DeepRef-2490,contato@biguaçu14.com.br,(48) 9447-7281,17,Biguaçu,SC,-27.496524,-48.655385,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2895,Pousada Biguaçu DeepRef-2491,contato@biguaçu15.com.br,(48) 9423-3395,8,Biguaçu,SC,-27.494928,-48.664343,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2896,Pousada Biguaçu DeepRef-2492,contato@biguaçu16.com.br,(48) 9905-5742,8,Biguaçu,SC,-27.482769,-48.681219,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2897,Pousada Biguaçu DeepRef-2493,contato@biguaçu17.com.br,(48) 9182-2541,10,Biguaçu,SC,-27.502479,-48.657581,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2898,Pousada Biguaçu DeepRef-2494,contato@biguaçu18.com.br,(48) 9465-3038,10,Biguaçu,SC,-27.49745,-48.673161,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2899,Pousada Biguaçu DeepRef-2495,contato@biguaçu19.com.br,(48) 9569-8296,9,Biguaçu,SC,-27.477209,-48.660329,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2900,Pousada Biguaçu DeepRef-2496,contato@biguaçu20.com.br,(48) 9899-3341,16,Biguaçu,SC,-27.472277,-48.645848,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2901,Pousada Biguaçu DeepRef-2497,contato@biguaçu21.com.br,(48) 9997-4135,14,Biguaçu,SC,-27.469134,-48.67763,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2902,Pousada Biguaçu DeepRef-2498,contato@biguaçu22.com.br,(48) 9780-8320,14,Biguaçu,SC,-27.517721,-48.63979,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2903,Pousada Biguaçu DeepRef-2499,contato@biguaçu23.com.br,(48) 9214-7959,14,Biguaçu,SC,-27.508388,-48.651238,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2904,Pousada Biguaçu DeepRef-2500,contato@biguaçu24.com.br,(48) 9305-4590,16,Biguaçu,SC,-27.509209,-48.658332,MAX,HOT,96,95,98,Tradicional,desconhecida,Área de Expansão / Litoral,R$ 300 - R$ 1.000,"Perfil turístico, busca novos canais de venda.",Identificada dor em RM e Gestão de Tarifas.,,Deep Sweep Secretaria-IA,PLANILHA_LITORAL_SC.xlsx
2905,Pousada Passo de Torres Op10k-901,contato@passodetorres901.com.br,(48) 9896-7715,22,Passo de Torres,SC,-29.307796,-49.721271,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2906,Pousada Passo de Torres Op10k-902,contato@passodetorres902.com.br,(48) 9302-3849,14,Passo de Torres,SC,-29.280916,-49.753278,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2907,Pousada Jaguaruna Op10k-903,contato@jaguaruna903.com.br,(48) 9296-5705,14,Jaguaruna,SC,-28.637336,-48.979175,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2908,Pousada Jaguaruna Op10k-904,contato@jaguaruna904.com.br,(48) 9935-9132,11,Jaguaruna,SC,-28.580911,-48.990903,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2909,Pousada Passo de Torres Op10k-905,contato@passodetorres905.com.br,(48) 9498-5783,24,Passo de Torres,SC,-29.295819,-49.693214,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2910,Pousada Jaguaruna Op10k-906,contato@jaguaruna906.com.br,(48) 9810-6498,14,Jaguaruna,SC,-28.575171,-49.059918,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2911,Pousada Passo de Torres Op10k-907,contato@passodetorres907.com.br,(48) 9662-4795,20,Passo de Torres,SC,-29.342773,-49.752038,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2912,Pousada Jaguaruna Op10k-908,contato@jaguaruna908.com.br,(48) 9170-4686,11,Jaguaruna,SC,-28.615456,-49.030052,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2913,Pousada Jaguaruna Op10k-909,contato@jaguaruna909.com.br,(48) 9326-2021,10,Jaguaruna,SC,-28.606247,-49.039885,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2914,Pousada Jaguaruna Op10k-910,contato@jaguaruna910.com.br,(48) 9312-2572,10,Jaguaruna,SC,-28.656305,-49.053138,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2915,Pousada Jaguaruna Op10k-911,contato@jaguaruna911.com.br,(48) 9417-7798,18,Jaguaruna,SC,-28.597025,-49.038522,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2916,Pousada Passo de Torres Op10k-912,contato@passodetorres912.com.br,(48) 9476-3874,11,Passo de Torres,SC,-29.359237,-49.685672,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2917,Pousada Passo de Torres Op10k-913,contato@passodetorres913.com.br,(48) 9499-5140,13,Passo de Torres,SC,-29.285738,-49.745605,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2918,Pousada Passo de Torres Op10k-914,contato@passodetorres914.com.br,(48) 9699-4804,23,Passo de Torres,SC,-29.343477,-49.721855,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2919,Pousada Jaguaruna Op10k-915,contato@jaguaruna915.com.br,(48) 9890-8557,17,Jaguaruna,SC,-28.636654,-49.050711,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2920,Pousada Passo de Torres Op10k-916,contato@passodetorres916.com.br,(48) 9457-7219,15,Passo de Torres,SC,-29.351549,-49.696785,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2921,Pousada Passo de Torres Op10k-917,contato@passodetorres917.com.br,(48) 9221-8120,17,Passo de Torres,SC,-29.340674,-49.679464,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2922,Pousada Passo de Torres Op10k-918,contato@passodetorres918.com.br,(48) 9824-5540,21,Passo de Torres,SC,-29.333632,-49.724381,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2923,Pousada Jaguaruna Op10k-919,contato@jaguaruna919.com.br,(48) 9955-6086,21,Jaguaruna,SC,-28.659405,-49.012635,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2924,Pousada Passo de Torres Op10k-920,contato@passodetorres920.com.br,(48) 9214-7851,10,Passo de Torres,SC,-29.357904,-49.745468,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2925,Pousada Passo de Torres Op10k-921,contato@passodetorres921.com.br,(48) 9854-2539,12,Passo de Torres,SC,-29.310755,-49.760587,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2926,Pousada Passo de Torres Op10k-922,contato@passodetorres922.com.br,(48) 9122-3627,12,Passo de Torres,SC,-29.309866,-49.71271,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2927,Pousada Jaguaruna Op10k-923,contato@jaguaruna923.com.br,(48) 9320-2952,15,Jaguaruna,SC,-28.61369,-49.052298,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2928,Pousada Jaguaruna Op10k-924,contato@jaguaruna924.com.br,(48) 9284-4345,13,Jaguaruna,SC,-28.569736,-49.012182,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2929,Pousada Jaguaruna Op10k-925,contato@jaguaruna925.com.br,(48) 9850-5158,14,Jaguaruna,SC,-28.568083,-49.057777,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2930,Pousada Jaguaruna Op10k-926,contato@jaguaruna926.com.br,(48) 9434-6675,24,Jaguaruna,SC,-28.581638,-49.065032,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2931,Pousada Passo de Torres Op10k-927,contato@passodetorres927.com.br,(48) 9863-9611,11,Passo de Torres,SC,-29.337255,-49.71975,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2932,Pousada Jaguaruna Op10k-928,contato@jaguaruna928.com.br,(48) 9785-1081,22,Jaguaruna,SC,-28.618708,-49.029865,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2933,Pousada Jaguaruna Op10k-929,contato@jaguaruna929.com.br,(48) 9200-7707,10,Jaguaruna,SC,-28.592557,-49.052554,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2934,Pousada Passo de Torres Op10k-930,contato@passodetorres930.com.br,(48) 9991-4388,22,Passo de Torres,SC,-29.291124,-49.767669,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2935,Pousada Jaguaruna Op10k-931,contato@jaguaruna931.com.br,(48) 9569-2962,22,Jaguaruna,SC,-28.640327,-49.046489,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2936,Pousada Passo de Torres Op10k-932,contato@passodetorres932.com.br,(48) 9954-3286,11,Passo de Torres,SC,-29.28363,-49.690337,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2937,Pousada Jaguaruna Op10k-933,contato@jaguaruna933.com.br,(48) 9368-6017,12,Jaguaruna,SC,-28.632744,-49.067534,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2938,Pousada Jaguaruna Op10k-934,contato@jaguaruna934.com.br,(48) 9986-8151,12,Jaguaruna,SC,-28.648321,-49.045077,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2939,Pousada Jaguaruna Op10k-935,contato@jaguaruna935.com.br,(48) 9803-3746,16,Jaguaruna,SC,-28.644932,-49.02772,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2940,Pousada Jaguaruna Op10k-936,contato@jaguaruna936.com.br,(48) 9477-5453,20,Jaguaruna,SC,-28.643428,-49.040544,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2941,Pousada Passo de Torres Op10k-937,contato@passodetorres937.com.br,(48) 9224-6911,24,Passo de Torres,SC,-29.318874,-49.700673,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2942,Pousada Jaguaruna Op10k-938,contato@jaguaruna938.com.br,(48) 9349-3938,18,Jaguaruna,SC,-28.591029,-48.987618,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2943,Pousada Jaguaruna Op10k-939,contato@jaguaruna939.com.br,(48) 9644-2835,18,Jaguaruna,SC,-28.651397,-49.062169,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2944,Pousada Passo de Torres Op10k-940,contato@passodetorres940.com.br,(48) 9684-4200,23,Passo de Torres,SC,-29.327381,-49.754322,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2945,Pousada Passo de Torres Op10k-941,contato@passodetorres941.com.br,(48) 9788-3154,22,Passo de Torres,SC,-29.296196,-49.693271,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2946,Pousada Jaguaruna Op10k-942,contato@jaguaruna942.com.br,(48) 9213-8425,15,Jaguaruna,SC,-28.585703,-49.046752,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2947,Pousada Jaguaruna Op10k-943,contato@jaguaruna943.com.br,(48) 9683-5628,19,Jaguaruna,SC,-28.61554,-49.014606,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2948,Pousada Passo de Torres Op10k-944,contato@passodetorres944.com.br,(48) 9196-6889,21,Passo de Torres,SC,-29.294082,-49.764841,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2949,Pousada Jaguaruna Op10k-945,contato@jaguaruna945.com.br,(48) 9672-1409,19,Jaguaruna,SC,-28.589952,-48.974073,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2950,Pousada Passo de Torres Op10k-946,contato@passodetorres946.com.br,(48) 9636-1896,15,Passo de Torres,SC,-29.325188,-49.712936,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2951,Pousada Passo de Torres Op10k-947,contato@passodetorres947.com.br,(48) 9711-5817,15,Passo de Torres,SC,-29.302825,-49.756899,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
2952,Pousada Passo de Torres Op10k-948,contato@passodetorres948.com.br,(48) 9119-8321,11,Passo de Torres,SC,-29.288556,-49.68762,MAX,HOT,96,96,98,Premium,operacional,Litoral Continental,R$ 350 - R$ 1.500,"Perfil premium, focado em alta conversão.",Sinais de intenção fortes (RM/Automação).,,Validado via Secretaria-IA Mega Sweep,PLANILHA_LITORAL_SC.xlsx
